ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Youri Djorkaeff,MET,F-M,24,24,7,0,6,1,0.32,2005
Thiago,CHI,M,27,25,7,1,5,2,0.28,2005
Taylor Twellman,NE,F,25,25,7,2,4,3,0.28,2005
Jaime Moreno,DC,F,29,28,7,1,4,3,0.26,2005
Mark Chung,COL,M,30,28,7,2,3,4,0.25,2005
Freddy Adu,DC,F,25,16,6,2,5,1,0.36,2005
Peguero Jean Philippe,COL,F,26,20,6,4,5,1,0.29,2005
Steve Ralston,NE,M,21,21,6,1,3,3,0.29,2005
Ante Razov,CLB,F,25,21,6,1,4,2,0.28,2005
Brian Mullan,SJ,D,25,23,6,3,3,3,0.27,2005
Cobi Jones,LA,M,31,27,6,5,5,1,0.23,2005
Ramon Ramirez,CHV,M,31,31,6,0,2,4,0.21,2005
Brian Ching,SJ,F,16,11,5,3,2,3,0.45,2005
Santino Quaranta,DC,M-F,18,13,5,0,4,1,0.38,2005
Jose Cancela,NE,M,25,22,5,3,3,2,0.27,2005
Mike Magee,MET,M,29,21,5,0,2,3,0.25,2005
Chris Rolfe,CHI,F,29,21,5,0,3,2,0.23,2005
Andy Dorman,NE,M,30,19,5,3,2,3,0.23,2005
Mark Lisi,MET,M,28,22,5,1,3,2,0.23,2005
Ivan Guerrero,CHI,M,26,26,5,0,3,2,0.19,2005
Jovan Kirovski,COL,M-F,31,28,5,1,2,3,0.19,2005
Eric Denton,COL,D,31,30,5,2,3,2,0.17,2005
Shalrie Joseph,NE,M,31,31,5,2,1,4,0.16,2005
Jay Heaps,NE,D,31,31,5,2,4,1,0.16,2005
Chad Barrett,CHI,F,20,4,4,1,3,1,0.61,2005
Cornell Glen,CLB,F,22,13,4,1,2,2,0.29,2005
Roberto Mina,DAL,F,21,15,4,1,1,3,0.28,2005
Arturo Alvarez,DAL,M,24,15,4,1,3,1,0.28,2005
John Wolyniec,CLB,F,25,13,4,0,2,2,0.26,2005
Hector Cuadros,CHV,M,26,18,4,0,2,2,0.21,2005
Alain Nkong,COL,M,28,20,4,0,2,2,0.21,2005
Ben Olsen,DC,M,23,22,4,1,3,1,0.19,2005
Dema Kovalenko,DC,M,26,23,4,1,4,0,0.18,2005
Clint Mathis,RSL,M,27,27,4,3,4,0,0.17,2005
Jason Kreis,RSL,M,24,24,4,0,2,2,0.17,2005
Alejandro Moreno,SJ,F,31,24,4,1,2,2,0.17,2005
Eddie Gaven,MET,M,28,26,4,2,0,4,0.16,2005
Kyle Beckerman,RSL,M,30,25,4,0,2,2,0.15,2005
Kerry Zavagnin,KC,M,28,27,4,1,2,2,0.15,2005
Peter Vagenas,LA,M,29,28,4,1,2,2,0.15,2005
Davy Arnaud,KC,M,31,28,4,1,0,4,0.14,2005
Joshua Gros,DC,M-D,30,29,4,1,2,2,0.14,2005
Michael Bradley,TOR,M,30,30,4,0,3,1,0.14,2005
Sasha Victorine,KC,M,30,30,4,2,3,1,0.14,2005
Jose Burciaga Jr.,KC,D,31,31,4,1,1,3,0.13,2005
Abbe Ibrahim,MET,F,16,6,3,1,1,2,0.47,2005
Ned Grabavoy,LA,M,12,9,3,0,3,0,0.41,2005
Ednaldo da Conceicao,LA,F,19,9,3,1,2,1,0.28,2005
David Testo,CLB,M-F,17,12,3,1,1,2,0.26,2005
Tim Ward,MET,D,13,11,3,1,2,1,0.26,2005
Carey Talley,DAL,D,20,14,3,1,3,0,0.25,2005
Ramon Nunez,DAL,M,21,12,3,1,2,1,0.24,2005
James Riley,NE,D,23,12,3,0,0,3,0.21,2005
Nate Jaqua,CHI,F,18,15,3,2,2,1,0.2,2005
Antonio Martinez,CHV,F-M,25,16,3,1,2,1,0.17,2005
Jeff Cunningham,COL,F,26,17,3,1,1,2,0.16,2005
Joe Franchino,NE,M,24,23,3,0,1,2,0.13,2005
Orlando Perez,CHV,D,27,24,3,0,1,2,0.13,2005
Andy Williams,RSL,M,26,26,3,0,2,1,0.13,2005
Jim Curtin,CHI,D,27,24,3,2,2,1,0.13,2005
Brian Carroll,DC,M,32,30,3,2,2,1,0.11,2005
Chad Marshall,SEA,D,30,30,3,0,1,2,0.1,2005
Dedi Ben Dayan,COL,M-D,8,3,2,2,2,0,0.5,2005
Preki,KC,M,16,4,2,1,2,0,0.38,2005
Dan Gargan,COL,D,12,5,2,0,0,2,0.35,2005
Richard Mulrooney,DAL,M,7,7,2,0,1,1,0.31,2005
Leslie Fitzpatrick,RSL,M,18,6,2,0,1,1,0.25,2005
Robert Scarlett,RSL,M-D,9,8,2,0,0,2,0.25,2005
Lubos Reiter,CHI,F,14,9,2,1,2,0,0.23,2005
Khano Smith,NE,M,23,8,2,0,0,2,0.19,2005
Andy Herron,CHI,F,20,13,2,2,1,1,0.18,2005
John Wilson,DC,D,17,11,2,0,0,2,0.16,2005
Eddie Johnson,DAL,F,15,13,2,1,2,0,0.15,2005
Matt Taylor,CHV,F,21,14,2,0,2,0,0.14,2005
Arturo Torres,CHV,F,23,15,2,0,0,2,0.13,2005
David Wagenfuhr,DAL,D,19,15,2,2,2,0,0.13,2005
Luchi Gonzalez,COL,F,20,19,2,1,1,1,0.12,2005
Terry Cooke,COL,M,20,17,2,1,2,0,0.12,2005
HŽrculez G—mez,LA,F,22,16,2,0,1,1,0.12,2005
Carlos Ruiz,DAL,F,19,18,2,0,2,0,0.12,2005
C.J. Brown,CHI,D,20,18,2,2,1,1,0.11,2005
Scott Sealy,KC,F,28,20,2,0,0,2,0.11,2005
Diego Gutierrez,KC,D,21,18,2,0,2,0,0.11,2005
Edson Buddle,CLB,F,23,21,2,0,0,2,0.1,2005
Chris Albright,LA,D,22,21,2,1,2,0,0.1,2005
Gonzalo Segares,CHI,D,21,21,2,0,2,0,0.1,2005
Francisco Mendoza,CHV,M,24,20,2,2,1,1,0.1,2005
Chris Armas,CHI,M,22,22,2,0,1,1,0.1,2005
Jesse Marsch,CHI,M,28,22,2,2,1,1,0.09,2005
Paulo Nagamura,LA,M,25,24,2,1,1,1,0.09,2005
Tyrone Marshall,LA,D,25,25,2,0,2,0,0.09,2005
Logan Pause,CHI,M,27,24,2,1,1,1,0.09,2005
Jimmy Conrad,KC,D,25,25,2,0,1,1,0.08,2005
Ritchie Kotschau,COL,D,28,25,2,1,1,1,0.08,2005
Kelly Gray,CHI,D-M,26,25,2,1,1,1,0.08,2005
Ricardo Clark,CLB,M,30,28,2,1,0,2,0.07,2005
Wade Barrett,SJ,D,30,30,2,2,0,2,0.07,2005
Todd Dunivant,LA,D,32,32,2,0,2,0,0.06,2005
Antti Sumiala,KC,F,2,2,1,0,1,0,0.78,2005
Kevin Goldthwaite,SJ,D,3,2,1,1,0,1,0.61,2005
Manny Lagos,CLB,M,5,2,1,1,1,0,0.48,2005
Will John,CHI,M-F,6,2,1,1,0,1,0.45,2005
Julian Nash,SJ,F,10,1,1,1,1,0,0.39,2005
Luke Kreamalmeyer,RSL,M,6,2,1,0,0,1,0.36,2005
Dante Washington,CLB,F,9,2,1,0,1,0,0.32,2005
Steve Guppy,DC,M,5,4,1,0,1,0,0.32,2005
Ryan Pore,KC,M,8,4,1,0,0,1,0.32,2005
Jamal Sutton,CLB,F,8,3,1,0,0,1,0.28,2005
Brian Roberts,KC,D,11,3,1,0,0,1,0.27,2005
Seth Stammler,MET,M-D,10,3,1,1,0,1,0.25,2005
Gustavo Cabrera,RSL,D,4,4,1,0,0,1,0.25,2005
Marcus Storey,CLB,M-F,12,3,1,1,1,0,0.24,2005
David Stokes,DC,D,10,3,1,1,1,0,0.23,2005
Craig Waibel,SJ,D,6,6,1,0,1,0,0.17,2005
Jordan Cila,RSL,F-M,12,8,1,0,1,0,0.14,2005
Oscar Pareja,DAL,M,18,6,1,0,1,0,0.14,2005
Francisco Gomez,CHV,M,12,8,1,0,0,1,0.14,2005
Alecko Eskandarian,DC,F,12,7,1,0,1,0,0.14,2005
Melvin Tarley,RSL,F,9,9,1,0,0,1,0.12,2005
Leo Cullen,COL,M,15,8,1,0,0,1,0.12,2005
Knox Cameron,CLB,F,20,9,1,1,1,0,0.11,2005
Juan Francisco Palencia,CHV,F,9,9,1,0,1,0,0.11,2005
Jamie Watson,RSL,M,19,6,1,0,0,1,0.11,2005
Guy Melamed,COL,M-D,14,10,1,1,1,0,0.1,2005
Tony Sanneh,CHI,D,12,11,1,0,1,0,0.09,2005
Alex Zotinca,KC,D,16,13,1,0,0,1,0.08,2005
Danny Szetela,CLB,M,16,13,1,0,0,1,0.08,2005
Avery John,NE,D,14,13,1,0,1,0,0.08,2005
Isaac Romo,CHV,F,25,11,1,0,0,1,0.08,2005
Rusty Pierce,RSL,D,15,15,1,0,1,0,0.08,2005
Hunter Freeman,COL,D,20,14,1,1,1,0,0.07,2005
Clyde Simms,DC,M,26,12,1,0,1,0,0.07,2005
Bryan Namoff,DC,D,17,15,1,0,1,0,0.07,2005
Samuel Caballero,CHI,D,17,16,1,0,1,0,0.06,2005
Aaron Pitchkolan,DAL,D,20,15,1,0,0,1,0.06,2005
Chris Gbandi,DAL,D,17,17,1,0,1,0,0.06,2005
Mark Schulte,CLB,D,19,18,1,0,0,1,0.06,2005
Guillermo Ramirez,LA,M,24,18,1,1,1,0,0.06,2005
Jeff Parke,MET,D,21,19,1,0,1,0,0.06,2005
Thiago Martins,CHV,F,22,21,1,0,0,1,0.05,2005
Marshall Leonard,NE,M,27,25,1,1,1,0,0.05,2005
Ugo Ihemelu,LA,D,25,23,1,0,0,1,0.04,2005
Douglas Sequeira,CHV,M,23,23,1,0,0,1,0.04,2005
Chris Brown,RSL,M-F,29,25,1,1,1,0,0.04,2005
Greg Vanney,DAL,D,25,25,1,0,1,0,0.04,2005
Chris Leitch,MET,D,28,26,1,0,0,1,0.04,2005
Bobby Boswell,DC,D,27,26,1,1,1,0,0.04,2005
Eddie Robinson,SJ,D,29,29,1,0,0,1,0.04,2005
Simo Valakari,DAL,M,28,28,1,0,1,0,0.04,2005
Clarence Goodson,DAL,D,29,28,1,1,1,0,0.04,2005
Nat Borchers,COL,D,31,31,1,0,0,1,0.03,2005
Ezra Hendrickson,CHV,D,31,31,1,0,0,1,0.03,2005
Jeff Stewart,RSL,D,0,0,0,0,0,0,0,2005
Tony Lochhead,NE,D,0,0,0,0,0,0,0,2005
Felix Brillant,NE,M-F,0,0,0,0,0,0,0,2005
David Johnson,LA,M,0,0,0,0,0,0,0,2005
Duncan Oughton,CLB,D,0,0,0,0,0,0,0,2005
Craig Capano,CHI,M,0,0,0,0,0,0,0,2005
Ross Paule,CLB,M,0,0,0,0,0,0,0,2005
Eliseo Quintanilla,DC,F-M,0,0,0,0,0,0,0,2005
Daniel Garipe,MET,M,0,0,0,0,0,0,0,2005
Hector Castro,CHV,M-D,0,0,0,0,0,0,0,2005
Christian Jimenez,CHV,M,0,0,0,0,0,0,0,2005
Quavas Kirk,LA,F,0,0,0,0,0,0,0,2005
Chris Corcoran,MET,M,0,0,0,0,0,0,0,2005
Mamadou Diallo,MET,D,0,0,0,0,0,0,0,2005
Daniel Dobson,KC,D,0,0,0,0,0,0,0,2005
Tighe Dombrowski,SJ,M,0,0,0,0,0,0,0,2005
Hollis Donaldson,CHI,D,0,0,0,0,0,0,0,2005
Victor Arbelaez,CHV,D-M,0,0,0,0,0,0,0,2005
Kenny Arena,DC,D,0,0,0,0,0,0,0,2005
Ramon Bailey,MET,F,0,0,0,0,0,0,0,2005
Guillermo Gonzalez,LA,M,0,0,0,0,0,0,0,2005
Joshua Elbaum,COL,M,0,0,0,0,0,0,0,2005
Michael Erush,CHV,M,0,0,0,0,0,0,0,2005
Sergio Flores,RSL,D,0,0,0,0,0,0,0,2005
Stephen Keel,COL,D,0,0,0,0,0,0,0,2005
Stephen deRoux,DC,M-D,0,0,0,0,0,0,0,2005
Luis Gallardo,CLB,M,0,0,0,0,0,0,0,2005
John Pulido,DAL,M,0,0,0,0,0,0,0,2005
Orlando Ramirez,SJ,F,0,0,0,0,0,0,0,2005
Brett Rodriguez,SJ,D,0,0,0,0,0,0,0,2005
Marcos Romaneiro,NE,M,0,0,0,0,0,0,0,2005
Andy Rosenband,CHI,M,0,0,0,0,0,0,0,2005
Marcus Sagastume,COL,M,0,0,0,0,0,0,0,2005
Michael Nsien,LA,D,0,0,0,0,0,0,0,2005
Tim Merritt,DC,D,0,0,0,0,0,0,0,2005
John Minagawa-Webster,KC,M,0,0,0,0,0,0,0,2005
Jared Montz,CHI,D,0,0,0,0,0,0,0,2005
Winston Marshall,DAL,D,0,0,0,0,0,0,0,2005
Pat McGinnis,KC,F,0,0,0,0,0,0,0,2005
Aaron Lanes,SJ,M,0,0,0,0,0,0,0,2005
Douglas Lascody,KC,M,0,0,0,0,0,0,0,2005
Tim Lawson,DC,M,0,0,0,0,0,0,0,2005
Mario Torres,DAL,M,0,0,0,0,0,0,0,2005
James Twellman,SJ,D,0,0,0,0,0,0,0,2005
Nick Van Sicklen,DC,M,0,0,0,0,0,0,0,2005
DeMetrius White,CHI,M,0,0,0,0,0,0,0,2005
Easton Wilson,NE,M,0,0,0,0,0,0,0,2005
Alex Woods,DAL,F-M,0,0,0,0,0,0,0,2005
Jason Thompson,DC,F,1,0,0,0,0,0,0,2005
Jeff Larentowicz,ATL,M,1,0,0,0,0,0,0,2005
Dustin Branan,KC,D,1,0,0,0,0,0,0,2005
Amir Lowery,COL,M,1,0,0,0,0,0,0,2005
Chris Wondolowski,SJ,F,2,0,0,0,0,0,0,2005
Rodrigo L—pez,CHV,M,1,0,0,0,0,0,0,2005
Ryan Raybould,KC,D-M,1,0,0,0,0,0,0,2005
Shawn Kuykendall,DC,M,2,0,0,0,0,0,0,2005
Roger Levesque,SJ,M,1,0,0,0,0,0,0,2005
Eric Quill,DAL,F,2,0,0,0,0,0,0,2005
Diego Serna,COL,F,1,0,0,0,0,0,0,2005
Josh Gardner,LA,M,1,0,0,0,0,0,0,2005
Mike Munoz,CHV,M,1,0,0,0,0,0,0,2005
Ty Maurin,DAL,M,3,0,0,0,0,0,0,2005
Diego Walsh,KC,M,1,0,0,0,0,0,0,2005
Eugene Sepuya,COL,F,1,0,0,0,0,0,0,2005
Devin Barclay,CLB,F,1,0,0,0,0,0,0,2005
Jamie Holmes,NE,F,1,0,0,0,0,0,0,2005
Sasha Gotsmanov,COL,F,1,0,0,0,0,0,0,2005
Benjamin Benditson,LA,D,1,0,0,0,0,0,0,2005
Lucio Filomeno,DC,F,1,0,0,0,0,0,0,2005
Matt Nickell,DC,F,4,0,0,0,0,0,0,2005
Ricardo Phillips,NE,M-F,4,0,0,0,0,0,0,2005
Luke Vercollone,NE,M,3,0,0,0,0,0,0,2005
Gilberto Flores,MET,M,3,0,0,0,0,0,0,2005
Milton Blanco,CHV,M-F,5,0,0,0,0,0,0,2005
Justin Detter,KC,F,4,0,0,0,0,0,0,2005
Jermaine Hue,KC,M,3,1,0,0,0,0,0,2005
Danilo Silva,LAFC,D,5,0,0,0,0,0,0,2005
Martin Morales,COL,M,1,1,0,0,0,0,0,2005
Alex Yi,DAL,D,1,1,0,0,0,0,0,2005
Nikolas Besagno,RSL,M,2,1,0,0,0,0,0,2005
Michael Lookingland,RSL,D,1,1,0,0,0,0,0,2005
Cassio,NE,M,3,2,0,0,0,0,0,2005
Fabrice Noel,COL,F,7,0,0,0,0,0,0,2005
Evan Whitfield,RSL,D,5,0,0,0,0,0,0,2005
Khari Stephenson,KC,M,6,1,0,0,0,0,0,2005
Leonard Griffin,CHI,D,3,2,0,0,0,0,0,2005
Ryan Latham,NE,F,6,1,0,0,0,0,0,2005
Will Johnson,ORL,D,6,1,0,0,0,0,0,2005
Wes Hart,SJ,D-M,7,1,0,0,0,0,0,2005
Philip Salyer,DAL,D,2,2,0,0,0,0,0,2005
Nana Kuffour,DC,F,3,2,0,0,0,0,0,2005
Alan Gordon,LA,F,5,3,0,0,0,0,0,2005
Connally Edozien,NE,F-M,9,1,0,0,0,0,0,2005
Kevin Novak,RSL,D,3,2,0,0,0,0,0,2005
Leighton O'Brien,RSL,M,6,1,0,0,0,0,0,2005
Ian Russell,SJ,D,13,2,0,0,0,0,0,2005
Aaron Lopez,CHV,D-M,4,3,0,0,0,0,0,2005
Stephen Armstrong,CLB,M,7,2,0,0,0,0,0,2005
Michael Enfield,LA,M-F,6,2,0,0,0,0,0,2005
Marcelo Saragosa,LA,M,4,2,0,0,0,0,0,2005
Matt Crawford,COL,M,4,3,0,0,0,0,0,2005
Jason Hernandez,MET,D,3,3,0,0,0,0,0,2005
Ryan Kelly,CLB,D,7,3,0,0,0,0,0,2005
Mubarike Chisoni,LA,M,11,1,0,0,0,0,0,2005
Cameron Knowles,RSL,D,4,3,0,0,0,0,0,2005
Adolfo Gregorio,RSL,M,6,4,0,0,0,0,0,2005
Scott Buete,CHI,M,8,4,0,0,0,0,0,2005
John Thorrington,CHI,M,8,4,0,0,0,0,0,2005
Jack Stewart,CHI,D,9,3,0,0,0,0,0,2005
Dipsy Selolwane,RSL,F,8,4,0,0,0,0,0,2005
Stephen Herdsman,CLB,D,7,7,0,0,0,0,0,2005
Domenic Mediate,CLB,M,11,4,0,0,0,0,0,2005
Chris Aloisi,SJ,D,6,5,0,0,0,0,0,2005
Wolde Harris,COL,F,10,5,0,0,0,0,0,2005
Marlon Rojas,RSL,D-M,7,6,0,0,0,0,0,2005
Troy Dayak,SJ,D,7,7,0,0,0,0,0,2005
Daniel Hernandez,NE,M,7,7,0,0,0,0,0,2005
Matt Behncke,RSL,D,8,7,0,0,0,0,0,2005
Mark Wilson,DAL,M,8,7,0,0,0,0,0,2005
Joseph Ngwenya,LA,F,16,6,0,0,0,0,0,2005
Abe Thompson,DAL,F,18,6,0,0,0,0,0,2005
Facundo Erpen,DC,D,8,8,0,0,0,0,0,2005
Eric Vasquez,CLB,M,11,8,0,0,0,0,0,2005
Michael Uma–a,LA,D,15,6,0,0,0,0,0,2005
Juan Pablo Garcia,CHV,M,9,9,0,0,0,0,0,2005
Ryan Cochrane,SJ,D,14,6,0,0,0,0,0,2005
Troy Roberts,LA,D,14,9,0,0,0,0,0,2005
Alfonso Loera,CHV,D,12,9,0,0,0,0,0,2005
Drew Moor,TOR,D,20,9,0,0,0,0,0,2005
Pablo Mastroeni,COL,M,14,12,0,0,0,0,0,2005
Jack Jewsbury,KC,M,29,6,0,0,0,0,0,2005
Paul Broome,LA,M,14,11,0,0,0,0,0,2005
Jesus Ochoa,CHV,M,16,12,0,0,0,0,0,2005
Danny O'Rourke,SJ,D,13,12,0,0,0,0,0,2005
Steve Jolley,DAL,D,13,12,0,0,0,0,0,2005
Esteban Arias,CHV,D,15,14,0,0,0,0,0,2005
Seth Trembly,RSL,M-D,22,11,0,0,0,0,0,2005
Ricky Lewis,COL,D,16,16,0,0,0,0,0,2005
Ryan Suarez,CHV,D,19,16,0,0,0,0,0,2005
Mario Rodriguez,CLB,M,19,15,0,0,0,0,0,2005
Frankie Hejduk,CLB,D,18,15,0,0,0,0,0,2005
Pablo Chinchilla,LA,D,19,17,0,0,0,0,0,2005
Sergio Galvan Rey,MET,F,27,16,0,0,0,0,0,2005
Tim Regan,MET,D,20,18,0,0,0,0,0,2005
Armando Begines,CHV,D,22,18,0,0,0,0,0,2005
Kenny Cutler,RSL,M,19,19,0,0,0,0,0,2005
Danny Califf,SJ,D,20,20,0,0,0,0,0,2005
Eddie Pope,RSL,D,20,20,0,0,0,0,0,2005
Nelson Akwari,RSL,D,23,21,0,0,0,0,0,2005
Chris Wingert,CLB,D,27,20,0,0,0,0,0,2005
Carlos Mendes,MET,D,24,21,0,0,0,0,0,2005
Shavar Thomas,KC,D,25,24,0,0,0,0,0,2005
Brian Dunseth,RSL,D,24,24,0,0,0,0,0,2005
Brian Kamler,RSL,M,28,24,0,0,0,0,0,2005
Jeff Agoos,MET,D,25,25,0,0,0,0,0,2005
Mike Petke,COL,D,26,26,0,0,0,0,0,2005
Brandon Prideaux,DC,D,29,28,0,0,0,0,0,2005
Robin Fraser,CLB,D,29,29,0,0,0,0,0,2005
Nick Garcia,KC,D,30,30,0,0,0,0,0,2005
Michael Parkhurst,ATL,D,32,32,0,0,0,0,0,2005
Terry Cooke,COL,M,23,22,12,3,9,3,0.54,2006
Brad Davis,HOU,M,28,24,11,3,8,3,0.49,2006
Ronnie O'Brien,DAL,M,27,26,11,4,3,8,0.42,2006
Christian Gomez,DC,M,30,28,11,4,8,3,0.42,2006
Jeff Cunningham,RSL,F,31,26,11,3,6,5,0.41,2006
Jaime Moreno,DC,F,32,31,10,3,6,4,0.33,2006
Andy Dorman,NE,M,32,32,10,2,4,6,0.32,2006
Richard Mulrooney,DAL,M,25,23,9,4,5,4,0.39,2006
Ivan Guerrero,CHI,M,29,29,9,2,4,5,0.32,2006
Justin Mapp,CHI,M,26,22,8,3,6,2,0.39,2006
Landon Donovan,LA,M-F,24,24,8,3,4,4,0.34,2006
Ante Razov,CHV,F,28,28,8,0,3,5,0.29,2006
Freddy Adu,DC,F,32,29,8,2,5,3,0.29,2006
Jose Burciaga Jr.,KC,D,30,29,8,0,6,2,0.28,2006
Carey Talley,RSL,D,30,30,8,1,4,4,0.28,2006
Sasha Victorine,KC,M,31,30,8,2,4,4,0.27,2006
Chris Klein,RSL,M,32,32,8,2,4,4,0.25,2006
Sacha Kljestan,ORL,M,32,31,7,2,4,3,0.24,2006
Abe Thompson,DAL,F,14,7,6,2,3,3,0.8,2006
Andy Williams,RSL,M,29,21,6,0,3,3,0.28,2006
Juan Pablo Garcia,CHV,M,29,29,6,3,6,0,0.22,2006
Nicolas Hernandez,COL,F,30,29,6,2,4,2,0.21,2006
Alejandro Moreno,HOU,F,30,30,6,2,5,1,0.21,2006
Francisco Mendoza,CHV,M,31,31,6,0,3,3,0.2,2006
Jose Cancela,NE,M,21,15,5,0,4,1,0.32,2006
Chris Albright,LA,D,23,23,5,1,3,2,0.22,2006
Peter Vagenas,LA,M,25,24,5,2,2,3,0.22,2006
Carlos Ruiz,DAL,F,27,25,5,1,4,1,0.21,2006
Amado Guevara,NY,M,28,26,5,0,2,3,0.19,2006
Chris Armas,CHI,M,27,27,5,3,3,2,0.19,2006
Seth Stammler,NY,M-D,29,27,5,3,4,1,0.19,2006
Jason Kreis,RSL,M,30,27,5,1,4,1,0.18,2006
Dwayne De Rosario,HOU,M,30,29,5,2,5,0,0.18,2006
Joshua Gros,DC,M-D,29,29,5,1,3,2,0.17,2006
Steve Ralston,NE,M,30,30,5,4,3,2,0.17,2006
Taylor Twellman,NE,F,32,32,5,1,2,3,0.16,2006
Mark Lisi,NY,M,9,7,4,1,3,1,0.71,2006
Thiago Martins,COL,F,26,14,4,3,4,0,0.26,2006
Ramon Nunez,DAL,M,25,20,4,1,3,1,0.22,2006
Cobi Jones,LA,M,27,18,4,1,4,0,0.21,2006
Youri Djorkaeff,NY,F-M,21,21,4,1,3,1,0.2,2006
Clint Dempsey,NE,M-F,21,21,4,2,2,2,0.19,2006
Juan Francisco Palencia,CHV,F,23,22,4,2,2,2,0.19,2006
Paulo Nagamura,LA,M,29,26,4,1,2,2,0.15,2006
Kenny Cooper,DAL,F,31,29,4,1,1,3,0.15,2006
Eddie Gaven,CLB,M,30,30,4,0,2,2,0.14,2006
Brian Mullan,HOU,D,31,31,4,2,4,0,0.13,2006
Davy Arnaud,KC,M,32,30,4,0,3,1,0.13,2006
Jay Heaps,NE,D,31,31,4,3,2,2,0.13,2006
Jonathan Bornstein,CHV,D,32,32,4,2,2,2,0.13,2006
Pat Noonan,NE,F,14,12,3,0,1,2,0.32,2006
Josh Gardner,LA,M,18,12,3,0,1,2,0.26,2006
Peguero Jean Philippe,COL,F,14,14,3,0,2,1,0.22,2006
Ben Olsen,DC,M,20,18,3,1,2,1,0.18,2006
Jacob Peterson,COL,F,28,17,3,1,1,2,0.17,2006
HŽrculez G—mez,LA,F,30,19,3,1,2,1,0.15,2006
Jack Jewsbury,KC,M,28,19,3,2,2,1,0.15,2006
Diego Gutierrez,CHI,D,25,21,3,0,3,0,0.14,2006
Eddie Robinson,HOU,D,25,24,3,1,3,0,0.13,2006
Edson Buddle,NY,F,28,24,3,1,0,3,0.13,2006
Marvell Wynne,NY,D,28,23,3,2,3,0,0.12,2006
Jesse Marsch,CHV,M,30,30,3,0,0,3,0.1,2006
Ricardo Clark,CLB,M,31,31,3,0,2,1,0.1,2006
Wade Barrett,HOU,D,31,31,3,0,1,2,0.1,2006
Brian Carroll,DC,M,31,31,3,1,0,3,0.1,2006
Duncan Oughton,CLB,D,9,9,2,1,2,0,0.23,2006
Tony Lochhead,NE,D,16,9,2,0,0,2,0.23,2006
Dedi Ben Dayan,COL,M-D,16,12,2,0,1,1,0.19,2006
Quavas Kirk,LA,F,22,10,2,0,1,1,0.18,2006
Dave van den Bergh,KC,M,13,13,2,0,2,0,0.18,2006
Alan Gordon,LA,F,17,11,2,1,2,0,0.18,2006
Jacob Thomas,CLB,F,19,13,2,0,2,0,0.17,2006
Matt Groenwald,KC,M,19,16,2,1,1,1,0.15,2006
John Wolyniec,CLB,F,22,17,2,1,2,0,0.13,2006
Alecko Eskandarian,DC,F,22,16,2,0,1,1,0.12,2006
Joseph Ngwenya,CLB,F,22,18,2,1,0,2,0.12,2006
Josh Wolff,KC,F,19,18,2,0,2,0,0.11,2006
Jason Garey,CLB,F,25,18,2,0,1,1,0.11,2006
Brian Ching,HOU,F,21,20,2,1,2,0,0.1,2006
Todd Dunivant,LA,D,22,21,2,1,1,1,0.1,2006
Jovan Kirovski,COL,M-F,26,22,2,0,1,1,0.1,2006
Ezra Hendrickson,CHV,D,24,20,2,1,1,1,0.1,2006
Eric Denton,COL,D,22,22,2,1,1,1,0.1,2006
Nate Jaqua,CHI,F,28,22,2,1,1,1,0.09,2006
Ritchie Kotschau,CLB,D,26,23,2,0,2,0,0.09,2006
Mehdi Ballouchy,RSL,M,32,26,2,0,1,1,0.08,2006
Thiago,CHI,M,27,25,2,0,0,2,0.08,2006
Chris Gbandi,DAL,D,28,27,2,2,1,1,0.08,2006
Danny O'Rourke,NY,D,28,27,2,1,1,1,0.08,2006
C.J. Brown,CHI,D,28,28,2,0,2,0,0.07,2006
Greg Vanney,DAL,D,28,28,2,0,2,0,0.07,2006
Bobby Rhine,DAL,M,30,30,2,2,2,0,0.07,2006
Facundo Erpen,DC,D,30,30,2,0,1,1,0.07,2006
Kyle Beckerman,RSL,M,31,31,2,1,2,0,0.06,2006
Jared Montz,CHI,D,1,0,1,0,1,0,6.92,2006
Jerrod Laventure,NY,F,5,0,1,0,0,1,1.32,2006
Danny Szetela,CLB,M,4,3,1,0,0,1,0.38,2006
Ryan Coiner,CLB,F,6,4,1,0,1,0,0.32,2006
Kyle Brown,NE,F,12,2,1,0,0,1,0.31,2006
Paul Dalglish,HOU,F,6,3,1,1,1,0,0.29,2006
Matt Taylor,CHV,F,15,2,1,0,0,1,0.28,2006
Jesus Morales,CHV,F,7,3,1,0,1,0,0.25,2006
Brent Whitfield,CHV,M,11,3,1,1,1,0,0.25,2006
Jamil Walker,DC,M-F,19,3,1,0,1,0,0.22,2006
Lucio Filomeno,DC,F,11,5,1,0,0,1,0.21,2006
Calen Carr,CHI,F,22,3,1,0,1,0,0.18,2006
Marc Burch,CLB,D,10,5,1,0,0,1,0.18,2006
Brian Plotkin,CHI,M,14,4,1,1,1,0,0.17,2006
Arturo Alvarez,DAL,M,19,6,1,1,0,1,0.16,2006
Mark Wilson,DAL,M,12,7,1,0,0,1,0.15,2006
Ryan Raybould,KC,D-M,8,6,1,0,0,1,0.15,2006
Ronald Cerritos,HOU,F,15,7,1,0,0,1,0.14,2006
Ned Grabavoy,CLB,M,17,5,1,1,0,1,0.12,2006
